Time	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3
6.5	8.60476	5.98149	0	-35.7998	20.8649	0	38.2975	-14.2545	0	
6.51	8.6182	5.98959	0	-35.8588	20.8966	0	38.3572	-14.2787	0	
6.52	8.63164	5.9977	0	-35.9177	20.9283	0	38.4169	-14.3028	0	
6.53	8.64508	6.0058	0	-35.9766	20.96	0	38.4767	-14.327	0	
6.54	8.65852	6.01391	0	-36.0356	20.9916	0	38.5364	-14.3511	0	
6.55	8.67196	6.02201	0	-36.0945	21.0233	0	38.5962	-14.3753	0	
6.56	8.6854	6.03011	0	-36.1534	21.055	0	38.6559	-14.3994	0	
6.57	8.69884	6.03822	0	-36.2124	21.0867	0	38.7157	-14.4236	0	
6.58	8.71228	6.04632	0	-36.2713	21.1183	0	38.7754	-14.4477	0	
6.59	8.72572	6.05443	0	-36.3302	21.15	0	38.8352	-14.4719	0	
6.6	8.73916	6.06253	0	-36.3891	21.1817	0	38.8949	-14.496	0	
6.61	8.7526	6.07063	0	-36.4481	21.2133	0	38.9546	-14.5202	0	
6.62	8.76603	6.07874	0	-36.507	21.245	0	39.0144	-14.5443	0	
6.63	8.77947	6.08684	0	-36.5659	21.2767	0	39.0741	-14.5685	0	
6.64	8.79291	6.09495	0	-36.6249	21.3084	0	39.1339	-14.5926	0	
6.65	8.80635	6.10305	0	-36.6838	21.34	0	39.1936	-14.6168	0	
6.66	8.81979	6.11115	0	-36.7427	21.3717	0	39.2534	-14.6409	0	
6.67	8.83323	6.11926	0	-36.8017	21.4034	0	39.3131	-14.6651	0	
6.68	8.84667	6.12736	0	-36.8606	21.4351	0	39.3729	-14.6892	0	
6.69	8.86011	6.13547	0	-36.9195	21.4667	0	39.4326	-14.7134	0	
6.7	8.87355	6.14357	0	-36.9785	21.4984	0	39.4923	-14.7375	0	
6.71	8.88699	6.15167	0	-37.0374	21.5301	0	39.5521	-14.7617	0	
6.72	8.90043	6.15978	0	-37.0963	21.5618	0	39.6118	-14.7858	0	
6.73	8.91387	6.16788	0	-37.1552	21.5934	0	39.6716	-14.81	0	
6.74	8.92731	6.17598	0	-37.2142	21.6251	0	39.7313	-14.8341	0	
6.75	8.94075	6.18409	0	-37.2731	21.6568	0	39.7911	-14.8583	0	
6.76	8.95419	6.19219	0	-37.332	21.6884	0	39.8508	-14.8824	0	
6.77	8.96763	6.2003	0	-37.391	21.7201	0	39.9105	-14.9066	0	
6.78	8.98107	6.2084	0	-37.4499	21.7518	0	39.9703	-14.9307	0	
6.79	8.99451	6.2165	0	-37.5088	21.7835	0	40.03	-14.9549	0	
6.8	9.00795	6.22461	0	-37.5678	21.8151	0	40.0898	-14.979	0	
6.81	9.02139	6.23271	0	-37.6267	21.8468	0	40.1495	-15.0032	0	
6.82	9.03483	6.24081	0	-37.6856	21.8785	0	40.2093	-15.0273	0	
6.83	9.04827	6.24892	0	-37.7445	21.9102	0	40.269	-15.0515	0	
6.84	9.06171	6.25702	0	-37.8035	21.9418	0	40.3287	-15.0756	0	
6.85	9.07515	6.26512	0	-37.8624	21.9735	0	40.3885	-15.0998	0	
6.86	9.08859	6.27323	0	-37.9213	22.0052	0	40.4482	-15.1239	0	
6.87	9.10203	6.28133	0	-37.9803	22.0368	0	40.508	-15.1481	0	
6.88	9.11547	6.28943	0	-38.0392	22.0685	0	40.5677	-15.1722	0	
6.89	9.12891	6.29754	0	-38.0981	22.1002	0	40.6275	-15.1964	0	
6.9	9.14235	6.30564	0	-38.157	22.1319	0	40.6872	-15.2205	0	
6.91	9.15579	6.31374	0	-38.216	22.1635	0	40.7469	-15.2446	0	
6.92	9.16923	6.32185	0	-38.2749	22.1952	0	40.8067	-15.2688	0	
6.93	9.18267	6.32995	0	-38.3338	22.2269	0	40.8664	-15.2929	0	
6.94	9.19611	6.33805	0	-38.3928	22.2586	0	40.9262	-15.3171	0	
6.95	9.20955	6.34616	0	-38.4517	22.2902	0	40.9859	-15.3412	0	
6.96	9.22299	6.35426	0	-38.5106	22.3219	0	41.0457	-15.3654	0	
6.97	9.23643	6.36236	0	-38.5695	22.3536	0	41.1054	-15.3895	0	
6.98	9.24987	6.37047	0	-38.6285	22.3852	0	41.1651	-15.4137	0	
6.99	9.26331	6.37857	0	-38.6874	22.4169	0	41.2249	-15.4378	0	
7	9.27675	6.38667	0	-38.7463	22.4486	0	41.2846	-15.462	0	
7.01	9.29019	6.39477	0	-38.8053	22.4803	0	41.3444	-15.4861	0	
7.02	9.30363	6.40288	0	-38.8642	22.5119	0	41.4041	-15.5103	0	
7.03	9.31707	6.41098	0	-38.9231	22.5436	0	41.4638	-15.5344	0	
7.04	9.33051	6.41908	0	-38.982	22.5753	0	41.5236	-15.5586	0	
7.05	9.34395	6.42719	0	-39.041	22.607	0	41.5833	-15.5827	0	
7.06	9.35739	6.43529	0	-39.0999	22.6386	0	41.6431	-15.6069	0	
7.07	9.37083	6.44339	0	-39.1588	22.6703	0	41.7028	-15.631	0	
7.08	9.38427	6.45149	0	-39.2178	22.702	0	41.7626	-15.6552	0	
7.09	9.39771	6.4596	0	-39.2767	22.7336	0	41.8223	-15.6793	0	
7.1	9.41115	6.4677	0	-39.3356	22.7653	0	41.882	-15.7035	0	
7.11	9.42459	6.4758	0	-39.3945	22.797	0	41.9418	-15.7276	0	
7.12	9.43803	6.48391	0	-39.4535	22.8287	0	42.0015	-15.7518	0	
7.13	9.45147	6.49201	0	-39.5124	22.8603	0	42.0613	-15.7759	0	
7.14	9.46491	6.50011	0	-39.5713	22.892	0	42.121	-15.8001	0	
7.15	9.47835	6.50821	0	-39.6303	22.9237	0	42.1807	-15.8242	0	
7.16	9.49179	6.51632	0	-39.6892	22.9553	0	42.2405	-15.8484	0	
7.17	9.50523	6.52442	0	-39.7481	22.987	0	42.3002	-15.8725	0	
7.18	9.51867	6.53252	0	-39.807	23.0187	0	42.36	-15.8966	0	
7.19	9.53211	6.54062	0	-39.866	23.0504	0	42.4197	-15.9208	0	
7.2	9.54555	6.54873	0	-39.9249	23.082	0	42.4794	-15.9449	0	
7.21	9.55899	6.55683	0	-39.9838	23.1137	0	42.5392	-15.9691	0	
7.22	9.57243	6.56493	0	-40.0428	23.1454	0	42.5989	-15.9932	0	
7.23	9.58587	6.57303	0	-40.1017	23.1771	0	42.6587	-16.0174	0	
7.24	9.59931	6.58114	0	-40.1606	23.2087	0	42.7184	-16.0415	0	
7.25	9.61275	6.58924	0	-40.2195	23.2404	0	42.7781	-16.0657	0	
7.26	9.62619	6.59734	0	-40.2785	23.2721	0	42.8379	-16.0898	0	
7.27	9.63963	6.60544	0	-40.3374	23.3037	0	42.8976	-16.114	0	
7.28	9.65308	6.61355	0	-40.3963	23.3354	0	42.9574	-16.1381	0	
7.29	9.66652	6.62165	0	-40.4552	23.3671	0	43.0171	-16.1623	0	
7.3	9.67996	6.62975	0	-40.5142	23.3988	0	43.0768	-16.1864	0	
7.31	9.6934	6.63785	0	-40.5731	23.4304	0	43.1366	-16.2106	0	
7.32	9.70684	6.64595	0	-40.632	23.4621	0	43.1963	-16.2347	0	
7.33	9.72028	6.65406	0	-40.691	23.4938	0	43.2561	-16.2589	0	
7.34	9.73372	6.66216	0	-40.7499	23.5254	0	43.3158	-16.283	0	
7.35	9.74716	6.67026	0	-40.8088	23.5571	0	43.3755	-16.3071	0	
7.36	9.7606	6.67836	0	-40.8677	23.5888	0	43.4353	-16.3313	0	
7.37	9.77404	6.68647	0	-40.9267	23.6205	0	43.495	-16.3554	0	
7.38	9.78748	6.69457	0	-40.9856	23.6521	0	43.5548	-16.3796	0	
7.39	9.80092	6.70267	0	-41.0445	23.6838	0	43.6145	-16.4037	0	
7.4	9.81436	6.71077	0	-41.1034	23.7155	0	43.6742	-16.4279	0	
7.41	9.8278	6.71887	0	-41.1624	23.7471	0	43.734	-16.452	0	
7.42	9.84125	6.72698	0	-41.2213	23.7788	0	43.7937	-16.4762	0	
7.43	9.85469	6.73508	0	-41.2802	23.8105	0	43.8535	-16.5003	0	
7.44	9.86813	6.74318	0	-41.3392	23.8422	0	43.9132	-16.5245	0	
7.45	9.88157	6.75128	0	-41.3981	23.8738	0	43.9729	-16.5486	0	
7.46	9.89501	6.75938	0	-41.457	23.9055	0	44.0327	-16.5728	0	
7.47	9.90845	6.76749	0	-41.5159	23.9372	0	44.0924	-16.5969	0	
7.48	9.92189	6.77559	0	-41.5749	23.9688	0	44.1521	-16.6211	0	
7.49	9.93533	6.78369	0	-41.6338	24.0005	0	44.2119	-16.6452	0	
7.5	9.94877	6.79179	0	-41.6927	24.0322	0	44.2716	-16.6693	0	
7.51	9.96221	6.79989	0	-41.7516	24.0639	0	44.3314	-16.6935	0	
7.52	9.97565	6.80799	0	-41.8106	24.0955	0	44.3911	-16.7176	0	
7.53	9.9891	6.8161	0	-41.8695	24.1272	0	44.4508	-16.7418	0	
7.54	10.0025	6.8242	0	-41.9284	24.1589	0	44.5106	-16.7659	0	
7.55	10.016	6.8323	0	-41.9873	24.1905	0	44.5703	-16.7901	0	
7.56	10.0294	6.8404	0	-42.0463	24.2222	0	44.6301	-16.8142	0	
7.57	10.0429	6.8485	0	-42.1052	24.2539	0	44.6898	-16.8384	0	
7.58	10.0563	6.8566	0	-42.1641	24.2856	0	44.7495	-16.8625	0	
7.59	10.0697	6.86471	0	-42.223	24.3172	0	44.8093	-16.8867	0	
7.6	10.0832	6.87281	0	-42.282	24.3489	0	44.869	-16.9108	0	
7.61	10.0966	6.88091	0	-42.3409	24.3806	0	44.9287	-16.935	0	
7.62	10.1101	6.88901	0	-42.3998	24.4122	0	44.9885	-16.9591	0	
7.63	10.1235	6.89711	0	-42.4588	24.4439	0	45.0482	-16.9832	0	
7.64	10.1369	6.90521	0	-42.5177	24.4756	0	45.108	-17.0074	0	
7.65	10.1504	6.91332	0	-42.5766	24.5073	0	45.1677	-17.0315	0	
7.66	10.1638	6.92142	0	-42.6355	24.5389	0	45.2274	-17.0557	0	
7.67	10.1773	6.92952	0	-42.6945	24.5706	0	45.2872	-17.0798	0	
7.68	10.1907	6.93762	0	-42.7534	24.6023	0	45.3469	-17.104	0	
7.69	10.2042	6.94572	0	-42.8123	24.6339	0	45.4066	-17.1281	0	
7.7	10.2176	6.95382	0	-42.8712	24.6656	0	45.4664	-17.1523	0	
7.71	10.231	6.96192	0	-42.9302	24.6973	0	45.5261	-17.1764	0	
7.72	10.2445	6.97003	0	-42.9891	24.729	0	45.5859	-17.2006	0	
7.73	10.2579	6.97813	0	-43.048	24.7606	0	45.6456	-17.2247	0	
7.74	10.2714	6.98623	0	-43.1069	24.7923	0	45.7053	-17.2488	0	
7.75	10.2848	6.99433	0	-43.1659	24.824	0	45.7651	-17.273	0	
7.76	10.2982	7.00243	0	-43.2248	24.8556	0	45.8248	-17.2971	0	
7.77	10.3117	7.01053	0	-43.2837	24.8873	0	45.8845	-17.3213	0	
7.78	10.3251	7.01863	0	-43.3426	24.919	0	45.9443	-17.3454	0	
7.79	10.3386	7.02673	0	-43.4016	24.9507	0	46.004	-17.3696	0	
7.8	10.352	7.03484	0	-43.4605	24.9823	0	46.0638	-17.3937	0	
7.81	10.3654	7.04294	0	-43.5194	25.014	0	46.1235	-17.4179	0	
7.82	10.3789	7.05104	0	-43.5783	25.0457	0	46.1832	-17.442	0	
7.83	10.3923	7.05914	0	-43.6373	25.0773	0	46.243	-17.4662	0	
7.84	10.4058	7.06724	0	-43.6962	25.109	0	46.3027	-17.4903	0	
7.85	10.4192	7.07534	0	-43.7551	25.1407	0	46.3624	-17.5144	0	
7.86	10.4327	7.08344	0	-43.814	25.1724	0	46.4222	-17.5386	0	
7.87	10.4461	7.09154	0	-43.873	25.204	0	46.4819	-17.5627	0	
7.88	10.4595	7.09964	0	-43.9319	25.2357	0	46.5417	-17.5869	0	
7.89	10.473	7.10775	0	-43.9908	25.2674	0	46.6014	-17.611	0	
7.9	10.4864	7.11585	0	-44.0497	25.299	0	46.6611	-17.6352	0	
7.91	10.4999	7.12395	0	-44.1087	25.3307	0	46.7209	-17.6593	0	
7.92	10.5133	7.13205	0	-44.1676	25.3624	0	46.7806	-17.6835	0	
7.93	10.5267	7.14015	0	-44.2265	25.3941	0	46.8403	-17.7076	0	
7.94	10.5402	7.14825	0	-44.2854	25.4257	0	46.9001	-17.7317	0	
7.95	10.5536	7.15635	0	-44.3444	25.4574	0	46.9598	-17.7559	0	
7.96	10.5671	7.16445	0	-44.4033	25.4891	0	47.0195	-17.78	0	
7.97	10.5805	7.17255	0	-44.4622	25.5207	0	47.0793	-17.8042	0	
7.98	10.594	7.18065	0	-44.5211	25.5524	0	47.139	-17.8283	0	
7.99	10.6074	7.18875	0	-44.5801	25.5841	0	47.1987	-17.8525	0	
8	10.6208	7.19686	0	-44.639	25.6158	0	47.2585	-17.8766	0	
8.01	10.6343	7.20496	0	-44.6979	25.6474	0	47.3182	-17.9008	0	
8.02	10.6477	7.21306	0	-44.7568	25.6791	0	47.378	-17.9249	0	
8.03	10.6612	7.22116	0	-44.8158	25.7108	0	47.4377	-17.949	0	
8.04	10.6746	7.22926	0	-44.8747	25.7424	0	47.4974	-17.9732	0	
8.05	10.688	7.23736	0	-44.9336	25.7741	0	47.5572	-17.9973	0	
8.06	10.7015	7.24546	0	-44.9925	25.8058	0	47.6169	-18.0215	0	
8.07	10.7149	7.25356	0	-45.0515	25.8374	0	47.6766	-18.0456	0	
8.08	10.7284	7.26166	0	-45.1104	25.8691	0	47.7364	-18.0698	0	
8.09	10.7418	7.26976	0	-45.1693	25.9008	0	47.7961	-18.0939	0	
8.1	10.7553	7.27786	0	-45.2282	25.9325	0	47.8558	-18.1181	0	
8.11	10.7687	7.28596	0	-45.2871	25.9641	0	47.9156	-18.1422	0	
8.12	10.7821	7.29406	0	-45.3461	25.9958	0	47.9753	-18.1663	0	
8.13	10.7956	7.30216	0	-45.405	26.0275	0	48.035	-18.1905	0	
8.14	10.809	7.31026	0	-45.4639	26.0591	0	48.0948	-18.2146	0	
8.15	10.8225	7.31837	0	-45.5228	26.0908	0	48.1545	-18.2388	0	
8.16	10.8359	7.32647	0	-45.5818	26.1225	0	48.2143	-18.2629	0	
8.17	10.8493	7.33457	0	-45.6407	26.1542	0	48.274	-18.2871	0	
8.18	10.8628	7.34267	0	-45.6996	26.1858	0	48.3337	-18.3112	0	
8.19	10.8762	7.35077	0	-45.7585	26.2175	0	48.3935	-18.3354	0	
8.2	10.8897	7.35887	0	-45.8175	26.2492	0	48.4532	-18.3595	0	
8.21	10.9031	7.36697	0	-45.8764	26.2808	0	48.5129	-18.3836	0	
8.22	10.9166	7.37507	0	-45.9353	26.3125	0	48.5727	-18.4078	0	
8.23	10.93	7.38317	0	-45.9942	26.3442	0	48.6324	-18.4319	0	
8.24	10.9434	7.39127	0	-46.0532	26.3759	0	48.6921	-18.4561	0	
8.25	10.9569	7.39937	0	-46.1121	26.4075	0	48.7519	-18.4802	0	
8.26	10.9703	7.40747	0	-46.171	26.4392	0	48.8116	-18.5044	0	
8.27	10.9838	7.41557	0	-46.2299	26.4709	0	48.8713	-18.5285	0	
8.28	10.9972	7.42367	0	-46.2889	26.5025	0	48.9311	-18.5526	0	
8.29	11.0107	7.43177	0	-46.3478	26.5342	0	48.9908	-18.5768	0	
8.3	11.0241	7.43987	0	-46.4067	26.5659	0	49.0505	-18.6009	0	
8.31	11.0375	7.44797	0	-46.4656	26.5975	0	49.1103	-18.6251	0	
8.32	11.051	7.45607	0	-46.5245	26.6292	0	49.17	-18.6492	0	
8.33	11.0644	7.46417	0	-46.5835	26.6609	0	49.2297	-18.6734	0	
8.34	11.0779	7.47227	0	-46.6424	26.6926	0	49.2895	-18.6975	0	
8.35	11.0913	7.48037	0	-46.7013	26.7242	0	49.3492	-18.7216	0	
8.36	11.1047	7.48847	0	-46.7602	26.7559	0	49.4089	-18.7458	0	
8.37	11.1182	7.49657	0	-46.8192	26.7876	0	49.4687	-18.7699	0	
8.38	11.1316	7.50467	0	-46.8781	26.8192	0	49.5284	-18.7941	0	
8.39	11.1451	7.51277	0	-46.937	26.8509	0	49.5881	-18.8182	0	
8.4	11.1585	7.52087	0	-46.9959	26.8826	0	49.6479	-18.8424	0	
8.41	11.172	7.52897	0	-47.0549	26.9142	0	49.7076	-18.8665	0	
8.42	11.1854	7.53707	0	-47.1138	26.9459	0	49.7673	-18.8907	0	
8.43	11.1988	7.54517	0	-47.1727	26.9776	0	49.8271	-18.9148	0	
8.44	11.2123	7.55327	0	-47.2316	27.0093	0	49.8868	-18.9389	0	
8.45	11.2257	7.56137	0	-47.2905	27.0409	0	49.9465	-18.9631	0	
8.46	11.2392	7.56947	0	-47.3495	27.0726	0	50.0063	-18.9872	0	
8.47	11.2526	7.57757	0	-47.4084	27.1043	0	50.066	-19.0114	0	
8.48	11.2661	7.58567	0	-47.4673	27.1359	0	50.1257	-19.0355	0	
8.49	11.2795	7.59377	0	-47.5262	27.1676	0	50.1855	-19.0597	0	
8.5	11.2929	7.60187	0	-47.5852	27.1993	0	50.2452	-19.0838	0	
8.51	11.3064	7.60997	0	-47.6441	27.231	0	50.3049	-19.1079	0	
8.52	11.3198	7.61807	0	-47.703	27.2626	0	50.3647	-19.1321	0	
8.53	11.3333	7.62617	0	-47.7619	27.2943	0	50.4244	-19.1562	0	
8.54	11.3467	7.63427	0	-47.8209	27.326	0	50.4841	-19.1804	0	
8.55	11.3602	7.64237	0	-47.8798	27.3576	0	50.5439	-19.2045	0	
8.56	11.3736	7.65047	0	-47.9387	27.3893	0	50.6036	-19.2287	0	
8.57	11.387	7.65857	0	-47.9976	27.421	0	50.6633	-19.2528	0	
8.58	11.4005	7.66667	0	-48.0565	27.4526	0	50.7231	-19.2769	0	
8.59	11.4139	7.67477	0	-48.1155	27.4843	0	50.7828	-19.3011	0	
8.6	11.4274	7.68287	0	-48.1744	27.516	0	50.8425	-19.3252	0	
8.61	11.4408	7.69097	0	-48.2333	27.5477	0	50.9023	-19.3494	0	
8.62	11.4542	7.69907	0	-48.2922	27.5793	0	50.962	-19.3735	0	
8.63	11.4677	7.70717	0	-48.3512	27.611	0	51.0217	-19.3977	0	
8.64	11.4811	7.71527	0	-48.4101	27.6427	0	51.0815	-19.4218	0	
8.65	11.4946	7.72337	0	-48.469	27.6743	0	51.1412	-19.4459	0	
8.66	11.508	7.73147	0	-48.5279	27.706	0	51.2009	-19.4701	0	
8.67	11.5215	7.73957	0	-48.5868	27.7377	0	51.2607	-19.4942	0	
8.68	11.5349	7.74767	0	-48.6458	27.7693	0	51.3204	-19.5184	0	
8.69	11.5483	7.75577	0	-48.7047	27.801	0	51.3801	-19.5425	0	
8.7	11.5618	7.76387	0	-48.7636	27.8327	0	51.4399	-19.5667	0	
8.71	11.5752	7.77197	0	-48.8225	27.8644	0	51.4996	-19.5908	0	
8.72	11.5887	7.78006	0	-48.8815	27.896	0	51.5593	-19.6149	0	
8.73	11.6021	7.78816	0	-48.9404	27.9277	0	51.6191	-19.6391	0	
8.74	11.6156	7.79626	0	-48.9993	27.9594	0	51.6788	-19.6632	0	
8.75	11.629	7.80436	0	-49.0582	27.991	0	51.7385	-19.6874	0	
8.76	11.6424	7.81246	0	-49.1171	28.0227	0	51.7983	-19.7115	0	
8.77	11.6559	7.82056	0	-49.1761	28.0544	0	51.858	-19.7356	0	
8.78	11.6693	7.82866	0	-49.235	28.086	0	51.9177	-19.7598	0	
8.79	11.6828	7.83676	0	-49.2939	28.1177	0	51.9775	-19.7839	0	
8.8	11.6962	7.84486	0	-49.3528	28.1494	0	52.0372	-19.8081	0	
8.81	11.7097	7.85296	0	-49.4118	28.1811	0	52.0969	-19.8322	0	
8.82	11.7231	7.86106	0	-49.4707	28.2127	0	52.1567	-19.8564	0	
8.83	11.7365	7.86916	0	-49.5296	28.2444	0	52.2164	-19.8805	0	
8.84	11.75	7.87726	0	-49.5885	28.2761	0	52.2761	-19.9046	0	
8.85	11.7634	7.88536	0	-49.6474	28.3077	0	52.3359	-19.9288	0	
8.86	11.7769	7.89346	0	-49.7064	28.3394	0	52.3956	-19.9529	0	
8.87	11.7903	7.90156	0	-49.7653	28.3711	0	52.4553	-19.9771	0	
8.88	11.8038	7.90965	0	-49.8242	28.4027	0	52.5151	-20.0012	0	
8.89	11.8172	7.91775	0	-49.8831	28.4344	0	52.5748	-20.0254	0	
8.9	11.8306	7.92585	0	-49.942	28.4661	0	52.6345	-20.0495	0	
8.91	11.8441	7.93395	0	-50.001	28.4978	0	52.6943	-20.0736	0	
8.92	11.8575	7.94205	0	-50.0599	28.5294	0	52.754	-20.0978	0	
8.93	11.871	7.95015	0	-50.1188	28.5611	0	52.8137	-20.1219	0	
8.94	11.8844	7.95825	0	-50.1777	28.5928	0	52.8734	-20.1461	0	
8.95	11.8979	7.96635	0	-50.2367	28.6244	0	52.9332	-20.1702	0	
8.96	11.9113	7.97445	0	-50.2956	28.6561	0	52.9929	-20.1943	0	
8.97	11.9247	7.98255	0	-50.3545	28.6878	0	53.0526	-20.2185	0	
8.98	11.9382	7.99065	0	-50.4134	28.7194	0	53.1124	-20.2426	0	
8.99	11.9516	7.99875	0	-50.4723	28.7511	0	53.1721	-20.2668	0	
9	11.9651	8.00684	0	-50.5313	28.7828	0	53.2318	-20.2909	0	
9.01	11.9785	8.01494	0	-50.5902	28.8145	0	53.2916	-20.3151	0	
9.02	11.992	8.02304	0	-50.6491	28.8461	0	53.3513	-20.3392	0	
9.03	12.0054	8.03114	0	-50.708	28.8778	0	53.411	-20.3633	0	
9.04	12.0188	8.03924	0	-50.7669	28.9095	0	53.4708	-20.3875	0	
9.05	12.0323	8.04734	0	-50.8259	28.9411	0	53.5305	-20.4116	0	
9.06	12.0457	8.05544	0	-50.8848	28.9728	0	53.5902	-20.4358	0	
9.07	12.0592	8.06354	0	-50.9437	29.0045	0	53.65	-20.4599	0	
9.08	12.0726	8.07164	0	-51.0026	29.0361	0	53.7097	-20.484	0	
9.09	12.0861	8.07974	0	-51.0615	29.0678	0	53.7694	-20.5082	0	
9.1	12.0995	8.08783	0	-51.1205	29.0995	0	53.8291	-20.5323	0	
9.11	12.1129	8.09593	0	-51.1794	29.1311	0	53.8889	-20.5565	0	
9.12	12.1264	8.10403	0	-51.2383	29.1628	0	53.9486	-20.5806	0	
9.13	12.1398	8.11213	0	-51.2972	29.1945	0	54.0083	-20.6047	0	
9.14	12.1533	8.12023	0	-51.3562	29.2262	0	54.0681	-20.6289	0	
9.15	12.1667	8.12833	0	-51.4151	29.2578	0	54.1278	-20.653	0	
9.16	12.1802	8.13643	0	-51.474	29.2895	0	54.1875	-20.6772	0	
9.17	12.1936	8.14453	0	-51.5329	29.3212	0	54.2473	-20.7013	0	
9.18	12.207	8.15263	0	-51.5918	29.3528	0	54.307	-20.7255	0	
9.19	12.2205	8.16072	0	-51.6508	29.3845	0	54.3667	-20.7496	0	
9.2	12.2339	8.16882	0	-51.7097	29.4162	0	54.4265	-20.7737	0	
9.21	12.2474	8.17692	0	-51.7686	29.4478	0	54.4862	-20.7979	0	
9.22	12.2608	8.18502	0	-51.8275	29.4795	0	54.5459	-20.822	0	
9.23	12.2743	8.19312	0	-51.8864	29.5112	0	54.6056	-20.8462	0	
9.24	12.2877	8.20122	0	-51.9454	29.5429	0	54.6654	-20.8703	0	
9.25	12.3011	8.20932	0	-52.0043	29.5745	0	54.7251	-20.8944	0	
9.26	12.3146	8.21741	0	-52.0632	29.6062	0	54.7848	-20.9186	0	
9.27	12.328	8.22551	0	-52.1221	29.6379	0	54.8446	-20.9427	0	
9.28	12.3415	8.23361	0	-52.181	29.6695	0	54.9043	-20.9669	0	
9.29	12.3549	8.24171	0	-52.24	29.7012	0	54.964	-20.991	0	
9.3	12.3684	8.24981	0	-52.2989	29.7329	0	55.0238	-21.0151	0	
9.31	12.3818	8.25791	0	-52.3578	29.7645	0	55.0835	-21.0393	0	
9.32	12.3953	8.26601	0	-52.4167	29.7962	0	55.1432	-21.0634	0	
9.33	12.4087	8.27411	0	-52.4756	29.8279	0	55.2029	-21.0876	0	
9.34	12.4221	8.2822	0	-52.5346	29.8595	0	55.2627	-21.1117	0	
9.35	12.4356	8.2903	0	-52.5935	29.8912	0	55.3224	-21.1358	0	
9.36	12.449	8.2984	0	-52.6524	29.9229	0	55.3821	-21.16	0	
9.37	12.4625	8.3065	0	-52.7113	29.9546	0	55.4419	-21.1841	0	
9.38	12.4759	8.3146	0	-52.7702	29.9862	0	55.5016	-21.2083	0	
9.39	12.4894	8.3227	0	-52.8292	30.0179	0	55.5613	-21.2324	0	
9.4	12.5028	8.33079	0	-52.8881	30.0496	0	55.6211	-21.2566	0	
9.41	12.5162	8.33889	0	-52.947	30.0812	0	55.6808	-21.2807	0	
9.42	12.5297	8.34699	0	-53.0059	30.1129	0	55.7405	-21.3048	0	
9.43	12.5431	8.35509	0	-53.0648	30.1446	0	55.8002	-21.329	0	
9.44	12.5566	8.36319	0	-53.1238	30.1762	0	55.86	-21.3531	0	
9.45	12.57	8.37129	0	-53.1827	30.2079	0	55.9197	-21.3773	0	
9.46	12.5835	8.37939	0	-53.2416	30.2396	0	55.9794	-21.4014	0	
9.47	12.5969	8.38748	0	-53.3005	30.2712	0	56.0392	-21.4255	0	
9.48	12.6103	8.39558	0	-53.3594	30.3029	0	56.0989	-21.4497	0	
9.49	12.6238	8.40368	0	-53.4184	30.3346	0	56.1586	-21.4738	0	
9.5	12.6372	8.41178	0	-53.4773	30.3663	0	56.2184	-21.498	0	
9.51	12.6507	8.41988	0	-53.5362	30.3979	0	56.2781	-21.5221	0	
9.52	12.6641	8.42798	0	-53.5951	30.4296	0	56.3378	-21.5462	0	
9.53	12.6776	8.43607	0	-53.654	30.4613	0	56.3975	-21.5704	0	
9.54	12.691	8.44417	0	-53.713	30.4929	0	56.4573	-21.5945	0	
9.55	12.7045	8.45227	0	-53.7719	30.5246	0	56.517	-21.6187	0	
9.56	12.7179	8.46037	0	-53.8308	30.5563	0	56.5767	-21.6428	0	
9.57	12.7313	8.46847	0	-53.8897	30.5879	0	56.6365	-21.6669	0	
9.58	12.7448	8.47657	0	-53.9486	30.6196	0	56.6962	-21.6911	0	
9.59	12.7582	8.48466	0	-54.0076	30.6513	0	56.7559	-21.7152	0	
9.6	12.7717	8.49276	0	-54.0665	30.6829	0	56.8156	-21.7394	0	
9.61	12.7851	8.50086	0	-54.1254	30.7146	0	56.8754	-21.7635	0	
9.62	12.7986	8.50896	0	-54.1843	30.7463	0	56.9351	-21.7876	0	
9.63	12.812	8.51706	0	-54.2432	30.778	0	56.9948	-21.8118	0	
9.64	12.8254	8.52515	0	-54.3022	30.8096	0	57.0546	-21.8359	0	
9.65	12.8389	8.53325	0	-54.3611	30.8413	0	57.1143	-21.8601	0	
9.66	12.8523	8.54135	0	-54.42	30.873	0	57.174	-21.8842	0	
9.67	12.8658	8.54945	0	-54.4789	30.9046	0	57.2337	-21.9083	0	
9.68	12.8792	8.55755	0	-54.5378	30.9363	0	57.2935	-21.9325	0	
9.69	12.8927	8.56564	0	-54.5968	30.968	0	57.3532	-21.9566	0	
9.7	12.9061	8.57374	0	-54.6557	30.9996	0	57.4129	-21.9808	0	
9.71	12.9195	8.58184	0	-54.7146	31.0313	0	57.4727	-22.0049	0	
9.72	12.933	8.58994	0	-54.7735	31.063	0	57.5324	-22.029	0	
9.73	12.9464	8.59804	0	-54.8324	31.0946	0	57.5921	-22.0532	0	
9.74	12.9599	8.60614	0	-54.8914	31.1263	0	57.6519	-22.0773	0	
9.75	12.9733	8.61423	0	-54.9503	31.158	0	57.7116	-22.1015	0	
9.76	12.9868	8.62233	0	-55.0092	31.1897	0	57.7713	-22.1256	0	
9.77	13.0002	8.63043	0	-55.0681	31.2213	0	57.831	-22.1497	0	
